,Current(A),Voltage(V),SOC
3000,-0.0002543413429521024,3.897512912750244,0.8310922895392415
3001,-0.0002543413429521024,3.897512912750244,0.831092254214055
3002,-7.452149293385446e-05,3.897512912750244,0.8310922188888684
3003,-7.452149293385446e-05,3.897836923599243,0.8310922085386611
3004,-0.0002543413429521024,3.897674798965454,0.8310921981884537
3005,-0.0002543413429521024,3.897512912750244,0.8310921628632671
3006,-0.0002543413429521024,3.897512912750244,0.8310921275380806
3007,-0.0002543413429521024,3.897674798965454,0.831092092212894
3008,-0.0002543413429521024,3.897836923599243,0.8310920568877075
3009,-0.0002543413429521024,3.897836923599243,0.8310920215625209
3010,-0.0004341611929703504,3.897674798965454,0.8310919862373344
3011,-0.0002543413429521024,3.897674798965454,0.8310919259371687
3012,-0.0002543413429521024,3.897674798965454,0.8310918906119822
3013,-0.0002543413429521024,3.897674798965454,0.8310918552867956
3014,-7.452149293385446e-05,3.897836923599243,0.8310918199616091
3015,-0.0002543413429521024,3.897836923599243,0.8310918096114017
3016,-0.0004341611929703504,3.897674798965454,0.8310917742862152
3017,-0.0002543413429521024,3.897836923599243,0.8310917139860495
3018,-0.0004341611929703504,3.897836923599243,0.831091678660863
3019,-0.0004341611929703504,3.897836923599243,0.8310916183606973
3020,-0.0002543413429521024,3.897836923599243,0.8310915580605317
3021,-0.0002543413429521024,3.8979990482330322,0.8310915227353451
3022,-7.452149293385446e-05,3.8979990482330322,0.8310914874101586
3023,-0.0004341611929703504,3.897836923599243,0.8310914770599512
3024,-0.0002543413429521024,3.8979990482330322,0.8310914167597856
3025,-0.0002543413429521024,3.897836923599243,0.831091381434599
3026,-7.452149293385446e-05,3.8979990482330322,0.8310913461094125
3027,-0.5001535415649414,3.8591043949127197,0.8310913357592051
3028,-0.49997371435165405,3.8579699993133545,0.8310218699895433
3029,-0.4997938871383667,3.8573217391967773,0.8309524291958833
3030,-0.5001535415649414,3.8566734790802,0.8308830133782252
3031,-0.49997371435165405,3.856349468231201,0.8308135476085634
3032,-0.49997371435165405,3.855863332748413,0.8307441068149034
3033,-0.5001535415649414,3.855539083480835,0.8306746660212434
3034,-0.5003333687782288,3.855215072631836,0.8306052002515816
3035,-0.49997371435165405,3.854890823364258,0.8305357095059179
3036,-0.49997371435165405,3.854728937149048,0.8304662687122579
3037,-0.5001535415649414,3.8542428016662598,0.8303968279185979
3038,-0.49997371435165405,3.8540806770324707,0.8303273621489361
3039,-0.49997371435165405,3.8537564277648926,0.8302579213552761
3040,-0.49997371435165405,3.8535945415496826,0.8301884805616161
3041,-0.49997371435165405,3.8532702922821045,0.8301190397679561
3042,-0.5001535415649414,3.8529462814331055,0.8300495989742961
3043,-0.5001535415649414,3.8527841567993164,0.8299801332046343
3044,-0.49997371435165405,3.8526220321655273,0.8299106674349724
