,Current(A),Voltage(V),SOC
2000,-1.0000414848327637,3.717978000640869,0.6963022483713225
2001,-1.0004013776779175,3.716844081878662,0.6961633537206513
2002,-1.0002213716506958,3.715872049331665,0.6960244090848627
2003,-1.0002213716506958,3.715062141418457,0.6958854894499112
2004,-1.0002213716506958,3.71409010887146,0.6957465698149597
2005,-1.0004013776779175,3.713280200958252,0.6956076501800083
2006,-1.0000414848327637,3.712632179260254,0.6954687055442197
2007,-1.0000414848327637,3.711984395980835,0.6953298108935485
2008,-1.0002213716506958,3.711174249649048,0.6951909162428773
2009,-1.0002213716506958,3.710526466369629,0.6950519966079258
2010,-1.0000414848327637,3.710040330886841,0.6949130769729743
2011,0.4989197552204132,3.8726799488067627,0.6947741823223031
2012,0.4994595944881439,3.876081705093384,0.6948434767327504
2013,0.4990997016429901,3.878349542617798,0.6949128461208738
2014,0.499279648065567,3.880455493927002,0.6949821655238797
2015,0.499279648065567,3.882237434387207,0.6950515099194443
2016,0.499279648065567,3.884019374847412,0.6951208543150089
2017,0.499279648065567,3.885477304458618,0.6951901987105735
2018,-0.00025413333787582815,3.8368797302246094,0.6952595431061381
2019,-0.0004340806626714766,3.8336398601531982,0.6952595078098412
2020,-0.00025413333787582815,3.8338019847869873,0.6952594475208603
2021,-0.00025413333787582815,3.8339638710021973,0.6952594122245634
2022,-7.418601308017969e-05,3.8344500064849854,0.6952593769282666
2023,-7.418601308017969e-05,3.8347740173339844,0.6952593666246536
2024,-0.0004340806626714766,3.8350977897644043,0.6952593563210406
2025,-0.00025413333787582815,3.8352599143981934,0.6952592960320597
2026,-0.00025413333787582815,3.8355839252471924,0.6952592607357628
2027,-0.00025413333787582815,3.8360698223114014,0.6952592254394659
2028,-0.0004340806626714766,3.8362319469451904,0.6952591901431691
2029,-7.418601308017969e-05,3.8368797302246094,0.6952591298541881
2030,-0.00025413333787582815,3.8372037410736084,0.6952591195505752
2031,-0.00025413333787582815,3.8373658657073975,0.6952590842542783
2032,-0.0004340806626714766,3.8376898765563965,0.6952590489579814
2033,-7.418601308017969e-05,3.8380136489868164,0.6952589886690005
2034,-0.5003277659416199,3.7855284214019775,0.6952589783653875
2035,-0.5005077123641968,3.7834224700927734,0.6951894883978956
2036,-0.5003277659416199,3.7826125621795654,0.695119973437845
2037,-0.5003277659416199,3.7818026542663574,0.6950504834703531
2038,-0.5003277659416199,3.7811546325683594,0.6949809935028612
2039,-0.5005077123641968,3.7806687355041504,0.6949115035353693
2040,-0.5006876587867737,3.7800207138061523,0.6948419885753188
2041,-0.5005077123641968,3.7795348167419434,0.6947724486227095
2042,-0.5005077123641968,3.7793726921081543,0.6947029336626589
2043,-0.5005077123641968,3.7787249088287354,0.6946334187026083
2044,-0.5005077123641968,3.7785627841949463,0.6945639037425577
2045,-0.5003277659416199,3.7780768871307373,0.6944943887825071
2046,-0.5005077123641968,3.7779147624969482,0.6944248988150152
2047,-0.5003277659416199,3.7775909900665283,0.6943553838549646
2048,-0.5003277659416199,3.7772669792175293,0.6942858938874727
2049,-0.5005077123641968,3.7769429683685303,0.6942164039199809
2050,-0.5003277659416199,3.7766189575195312,0.6941468889599303
2051,-0.5003277659416199,3.7762949466705322,0.6940773989924384
2052,-0.5005077123641968,3.775970935821533,0.6940079090249465
2053,-0.5003277659416199,3.775646924972534,0.6939383940648959
2054,-0.5005077123641968,3.775322914123535,0.693868904097404
2055,-0.5003277659416199,3.775322914123535,0.6937993891373534
2056,-0.5005077123641968,3.774998903274536,0.6937298991698615
2057,-0.5005077123641968,3.774675130844116,0.6936603842098109
2058,-0.5006876587867737,3.774513006210327,0.6935908692497603
2059,-0.5003277659416199,3.774351119995117,0.693521329297151
2060,-0.5003277659416199,3.774188995361328,0.6934518393296591
2061,-0.5003277659416199,3.773703098297119,0.6933823493621672
2062,-0.5006876587867737,3.77337908744812,0.6933128593946754
2063,-0.5003277659416199,3.77321720123291,0.6932433194420661
2064,-0.5003277659416199,3.773055076599121,0.6931738294745742
2065,-0.5003277659416199,3.773055076599121,0.6931043395070823
2066,-0.5003277659416199,3.772893190383911,0.6930348495395904
2067,-0.5005077123641968,3.772731065750122,0.6929653595720985
2068,-0.5005077123641968,3.772407054901123,0.6928958446120479
2069,-0.5005077123641968,3.772245168685913,0.6928263296519973
2070,-4.000303268432617,3.403714179992676,0.6927568146919467
2071,-4.000123500823975,3.3925368785858154,0.6922012170157755
2072,-4.000303268432617,3.385895252227783,0.6916456443073278
2073,-4.000303268432617,3.380549430847168,0.6910900466311566
2074,-4.000123500823975,3.37617564201355,0.6905344489549854
2075,-4.000123500823975,3.3721258640289307,0.6899788762465376
2076,-4.000303268432617,3.3682382106781006,0.6894233035380899
2077,-4.000303268432617,3.3646743297576904,0.6888677058619187
2078,-2.5002622604370117,3.517918348312378,0.6883121081857475
2079,-2.5002622604370117,3.517756462097168,0.6879648495384646
2080,-2.5002622604370117,3.51710844039917,0.6876175908911817
2081,-2.50008225440979,3.516298532485962,0.6872703322438988
2082,-2.50008225440979,3.515164375305176,0.6869230985974529
2083,-2.5002622604370117,3.5140304565429688,0.6865758649510071
2084,-2.50008225440979,3.5128965377807617,0.6862286063037242
2085,-2.5002622604370117,3.5119247436523438,0.6858813726572783
2086,-2.50008225440979,3.5109527111053467,0.6855341140099954
2087,-2.5002622604370117,3.5098187923431396,0.6851868803635496
2088,-2.50008225440979,3.5090088844299316,0.6848396217162667
2089,-2.50008225440979,3.5077128410339355,0.6844923880698208
2090,-2.5002622604370117,3.5067408084869385,0.684145154423375
2091,-2.50008225440979,3.5060930252075195,0.6837978957760921
2092,-2.5002622604370117,3.5049591064453125,0.6834506621296462
2093,-2.50008225440979,3.5039870738983154,0.6831034034823633
2094,-2.50008225440979,3.5033390522003174,0.6827561698359175
2095,-2.5002622604370117,3.5023672580718994,0.6824089361894716
2096,-2.50008225440979,3.5017192363739014,0.6820616775421887
2097,-2.50008225440979,3.5009093284606934,0.6817144438957429
2098,-2.5002622604370117,3.5000991821289062,0.681367210249297
2099,-2.5002622604370117,3.4994513988494873,0.6810199516020141
2100,-2.5002622604370117,3.4988033771514893,0.6806726929547312
2101,0.9995331764221191,3.846113443374634,0.6803254343074483
2102,0.9995331764221191,3.8715460300445557,0.6804642583597291
2103,0.9995331764221191,3.877215623855591,0.68060308241201
