,Current(A),Voltage(V),SOC
2000,-0.500126302242279,3.9063162803649902,0.797778441617038
2001,-0.4997650980949402,3.9058306217193604,0.7977089796306155
2002,-0.499945729970932,3.9053449630737305,0.7976395678114356
2003,-0.499945729970932,3.9050211906433105,0.7975701309044952
2004,-0.499945729970932,3.9046974182128906,0.7975006939975549
2005,-0.500126302242279,3.9042117595672607,0.7974312570906145
2006,-0.499945729970932,3.903887987136841,0.7973617951041919
2007,-0.499945729970932,3.903564214706421,0.7972923581972515
2008,-0.4997650980949402,3.903402328491211,0.7972229212903111
2009,-0.4997650980949402,3.902916669845581,0.7971535094711313
2010,-0.499945729970932,3.902754783630371,0.7970840976519514
2011,-0.499945729970932,3.902431011199951,0.797014660745011
2012,-0.499945729970932,3.9021072387695312,0.7969452238380706
2013,-0.4997650980949402,3.9017834663391113,0.7968757869311303
2014,-0.499945729970932,3.9014596939086914,0.7968063751119504
2015,-0.499945729970932,3.9011359214782715,0.79673693820501
2016,-0.500126302242279,3.9009740352630615,0.7966675012980696
2017,-0.4997650980949402,3.9006502628326416,0.7965980393116471
2018,-0.4997650980949402,3.9004883766174316,0.7965286274924672
2019,-0.499945729970932,3.9003264904022217,0.7964592156732874
2020,-0.499945729970932,3.9000027179718018,0.796389778766347
2021,-0.499945729970932,3.899840831756592,0.7963203418594066
2022,-0.499945729970932,3.899517059326172,0.7962509049524662
2023,-0.499945729970932,3.899355173110962,0.7961814680455258
2024,-0.499945729970932,3.899031400680542,0.7961120311385854
2025,-0.49958449602127075,3.899031400680542,0.796042594231645
2026,-0.500126302242279,3.898707628250122,0.7959732074960865
2027,-0.499945729970932,3.898545742034912,0.7959037455096639
2028,-0.499945729970932,3.898221969604492,0.7958343086027235
2029,-0.499945729970932,3.8980600833892822,0.7957648716957831
2030,-0.499945729970932,3.8978981971740723,0.7956954347888427
2031,-0.4997650980949402,3.8977363109588623,0.7956259978819024
2032,-0.499945729970932,3.8974125385284424,0.7955565860627225
2033,-0.499945729970932,3.8974125385284424,0.7954871491557821
2034,-0.4997650980949402,3.8970887660980225,0.7954177122488417
2035,-0.4997650980949402,3.8969268798828125,0.7953483004296619
2036,-0.500126302242279,3.8967649936676025,0.795278888610482
2037,-0.4997650980949402,3.8966031074523926,0.7952094266240595
2038,-0.499945729970932,3.8964412212371826,0.7951400148048796
2039,-0.4997650980949402,3.8964412212371826,0.7950705778979392
2040,-0.499945729970932,3.8962793350219727,0.7950011660787594
2041,-0.499945729970932,3.8959555625915527,0.794931729171819
2042,-0.499945729970932,3.8957936763763428,0.7948622922648786
2043,-0.4997650980949402,3.8957936763763428,0.7947928553579382
2044,-0.4997650980949402,3.895469903945923,0.7947234435387583
2045,-0.4997650980949402,3.895469903945923,0.7946540317195785
2046,-0.499945729970932,3.895146131515503,0.7945846199003986
2047,-0.499945729970932,3.894984245300293,0.7945151829934582
2048,-0.4997650980949402,3.894822359085083,0.7944457460865179
2049,-0.499945729970932,3.894822359085083,0.794376334267338
2050,-0.4997650980949402,3.894822359085083,0.7943068973603976
2051,-0.49958449602127075,3.894660472869873,0.7942374855412178
2052,-0.499945729970932,3.894498586654663,0.7941680988056592
2053,-0.4997650980949402,3.894498586654663,0.7940986618987188
2054,-0.499945729970932,3.894174814224243,0.794029250079539
2055,-0.4997650980949402,3.894012928009033,0.7939598131725986
2056,-0.499945729970932,3.8938510417938232,0.7938904013534187
2057,-0.499945729970932,3.8936891555786133,0.7938209644464783
2058,-0.499945729970932,3.8936891555786133,0.7937515275395379
2059,-0.4997650980949402,3.8935272693634033,0.7936820906325975
2060,-0.499945729970932,3.8933653831481934,0.7936126788134177
2061,-0.499945729970932,3.8932034969329834,0.7935432419064773
2062,-0.500126302242279,3.8930416107177734,0.7934738049995369
2063,-0.4997650980949402,3.8932034969329834,0.7934043430131144
2064,-0.4997650980949402,3.8928797245025635,0.7933349311939345
2065,-0.499945729970932,3.8928797245025635,0.7932655193747546
2066,-0.499945729970932,3.8925559520721436,0.7931960824678143
2067,-0.499945729970932,3.8923940658569336,0.7931266455608739
2068,-0.499945729970932,3.8922321796417236,0.7930572086539335
